,id,operation_time,code,category,timeout,answer,status
771,772,2020-01-26 01:17:39.435624,111-14297-1,None,0.051632,provider == null,Услга не выведена
772,773,2020-01-26 01:17:40.090592,111-14295-1,None,0.635082,"--SUCCESS--БИТТЕЛЕКОМ, ООО(id:11374, code:111-14295-1)properties:{Л_СЧЕТ=11}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
773,774,2020-01-26 01:17:40.579432,111-14219-2,None,0.471195,"--SUCCESS--Такси Комфорт(id:11249, code:111-14219-2)properties:{ПОЗЫВНОЙ=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
774,775,2020-01-26 01:17:41.201484,111-14288-1,None,0.603776,bisys.UnknownAccountException: BIS-01640: Unknown ПОЗЫВНОЙ 1,OK
775,776,2020-01-26 01:17:41.849955,111-14284-1,None,0.629817,bisys.OtherException: BIS-01648: OtherError:4: Неверный формат номера ЛС (1),Format
776,777,2020-01-26 01:17:41.926146,13542-13833-41,None,0.056552,PaymentPropertyException: BIS-01275: Incorrect payment property ТЕЛЕФОН ОТПРАВИТЕЛЯ	: обязательно для заполнения,Format
777,778,2020-01-26 01:17:42.341806,111-14280-1,None,0.393301,"--SUCCESS--ЛОТОС, ООО(id:11256, code:111-14280-1)properties:{Л_СЧЕТ=11}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
778,779,2020-01-26 01:17:42.412362,979-14279-1,None,0.052063,PaymentPropertyException: BIS-01275: Incorrect payment property Группа/Класс: обязательно для заполнения,Format
779,780,2020-01-26 01:17:42.482498,979-14278-1,None,0.052986,PaymentPropertyException: BIS-01275: Incorrect payment property Группа/Класс: обязательно для заполнения,Format
780,781,2020-01-26 01:17:42.551530,979-14275-1,None,0.051298,PaymentPropertyException: BIS-01275: Incorrect payment property Имя плательщика: обязательно для заполнения,Format
781,782,2020-01-26 01:17:42.624268,979-14272-1,None,0.052683,PaymentPropertyException: BIS-01275: Incorrect payment property Фамилия плательщика: обязательно для заполнения,Format
782,783,2020-01-26 01:17:42.695782,979-14270-1,None,0.051501,PaymentPropertyException: BIS-01275: Incorrect payment property Имя: обязательно для заполнения,Format
783,784,2020-01-26 01:17:43.066677,111-14266-1,None,0.353126,"--SUCCESS--Такси Гарант г. Покачи(id:11236, code:111-14266-1)properties:{ПОЗЫВНОЙ=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
784,785,2020-01-26 01:17:43.527331,111-14263-2,None,0.442942,"--SUCCESS--Сервис заказа такси Ветерок(id:11241, code:111-14263-2)properties:{ЛИЦЕВОЙ_СЧЕТ=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
785,786,2020-01-26 01:17:44.023566,111-14262-1,None,0.473592,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: НОМЕР_ТЕЛЕФОНА,OK
786,787,2020-01-26 01:17:44.096220,100-13579-51,None,0.05371,PaymentPropertyException: BIS-01275: Incorrect payment property ТЕЛЕФОН ОТПРАВИТЕЛЯ	: обязательно для заполнения,Format
787,788,2020-01-26 01:17:44.786437,111-14254-1,None,0.674518,bisys.UnknownAccountException: BIS-01640: Unknown ПОЗЫВНОЙ 1,OK
788,789,2020-01-26 01:17:45.545245,111-14251-1,None,0.743573,bisys.UnknownAccountException: BIS-01640: Unknown Лицевой счет 11,OK
789,790,2020-01-26 01:17:47.010075,111-14250-1,None,1.44648,bisys.UnknownAccountException: BIS-01640: Unknown Лицевой счет 11,OK
790,791,2020-01-26 01:17:47.083556,100-13579-50,None,0.052289,PaymentPropertyException: BIS-01275: Incorrect payment property ТЕЛЕФОН ОТПРАВИТЕЛЯ	: обязательно для заполнения,Format
791,792,2020-01-26 01:17:47.154957,979-14239-1,None,0.05278,PaymentPropertyException: BIS-01275: Incorrect payment property Фамилия плательщика: обязательно для заполнения,Format
792,793,2020-01-26 01:17:47.675159,111-14238-1,None,0.502513,bisys.UnknownAccountException: BIS-01640: Unknown Лицевой счет 11,OK
793,794,2020-01-26 01:17:48.367514,111-14237-1,None,0.680124,bisys.UnknownAccountException: BIS-01640: Unknown Лицевой счет 11,OK
794,795,2020-01-26 01:17:49.532943,111-14224-1,None,1.147552,bisys.OtherException: BIS-01648: OtherError:21: Запрещены платежи на указанный номер счета,OK
795,796,2020-01-26 01:17:49.990200,111-14223-1,None,0.437235,"--SUCCESS--Такси Тайм(id:11407, code:111-14223-1)properties:{ПОЗЫВНОЙ=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
796,797,2020-01-26 01:17:50.056589,100-13579-49,None,0.051456,PaymentPropertyException: BIS-01275: Incorrect payment property ТЕЛЕФОН ОТПРАВИТЕЛЯ	: обязательно для заполнения,Format
797,798,2020-01-26 01:18:05.579490,111-14219-1,None,15.502434,bisys.OtherException: BIS-01648: OtherError:Ошибка подключения к серверу оператора:  HTTP protocol error,Error
798,799,2020-01-26 01:18:06.162131,111-13907-2,None,0.562855,"--SUCCESS--Такси Корона(id:11180, code:111-13907-2)properties:{ПОЗЫВНОЙ=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
799,800,2020-01-26 01:18:06.367037,979-14208-1,None,0.186389,PaymentPropertyException: BIS-01275: Incorrect payment property Группа/Класс: обязательно для заполнения,Format
800,801,2020-01-26 01:18:06.430557,111-14207-1,None,0.045606,provider == null,Услга не выведена
801,802,2020-01-26 01:18:06.907414,111-14204-1,None,0.458842,"--SUCCESS--Такси Автомиг Ува(id:11214, code:111-14204-1)properties:{ПОЗЫВНОЙ=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
802,803,2020-01-26 01:18:07.552289,111-14202-2,None,0.629723,bisys.OtherException: BIS-01648: OtherError:4: ?,OK
803,804,2020-01-26 01:18:08.327890,111-14202-1,None,0.759712,bisys.OtherException: BIS-01648: OtherError:4: ?,OK
804,805,2020-01-26 01:18:09.046288,111-14201-1,None,0.707736,bisys.OtherException: BIS-01648: OtherError:4: ?,OK
805,806,2020-01-26 01:18:09.107497,111-14200-1,None,0.044272,provider == null,Услга не выведена
806,807,2020-01-26 01:18:09.171777,111-14191-3,None,0.046068,PaymentPropertyException: BIS-01275: Incorrect payment property ФИО: обязательно для заполнения,Format
807,808,2020-01-26 01:18:09.235410,111-14191-2,None,0.043107,PaymentPropertyException: BIS-01275: Incorrect payment property ФИО: обязательно для заполнения,Format
808,809,2020-01-26 01:18:09.299305,111-14191-1,None,0.044156,PaymentPropertyException: BIS-01275: Incorrect payment property ФИО: обязательно для заполнения,Format
809,810,2020-01-26 01:18:09.361991,111-14184-1,None,0.04345,PaymentPropertyException: BIS-01275: Incorrect payment property ФИО: обязательно для заполнения,Format
810,811,2020-01-26 01:18:10.722138,979-14182-1,None,1.342401,bisys.OtherException: BIS-01648: OtherError:41: Перевод невозможен,OK
811,812,2020-01-26 01:18:10.785753,979-14179-1,None,0.043782,PaymentPropertyException: BIS-01275: Incorrect payment property Фамилия плательщика: обязательно для заполнения,Format
812,813,2020-01-26 01:18:10.851045,979-14177-1,None,0.044468,PaymentPropertyException: BIS-01275: Incorrect payment property Фамилия плательщика: обязательно для заполнения,Format
813,814,2020-01-26 01:18:13.034933,111-14175-1,None,2.164626,bisys.UnknownAccountException: BIS-01640: Unknown Лицевой счет 11,OK
814,815,2020-01-26 01:18:13.101223,979-14171-1,None,0.045922,PaymentPropertyException: BIS-01275: Incorrect payment property Фамилия плательщика: обязательно для заполнения,Format
815,816,2020-01-26 01:18:13.990794,100-14112-452,None,0.871186,"--SUCCESS--Win mobile(id:11170, code:100-14112-452)properties:{ТЕЛЕФОН=1111111111}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
816,817,2020-01-26 01:18:14.057194,979-14169-1,None,0.045546,PaymentPropertyException: BIS-01275: Incorrect payment property Группа/Класс: обязательно для заполнения,Format
817,818,2020-01-26 01:18:14.116384,100-14112-433,None,0.044198,provider == null,Услга не выведена
818,819,2020-01-26 01:18:15.231949,100-14112-451,None,1.095456,"--SUCCESS--МГТС(id:11141, code:100-14112-451)properties:{ТЕЛЕФОН=1111111111}PersAccInfo2{desiredAmount=0, needShowBill=false, property={ИНФ=Платеж принят без акцептования МТС., ИНФО=8 (495) 636-06-36}, provider=null}",OK
819,820,2020-01-26 01:18:15.301901,979-14159-1,None,0.045387,PaymentPropertyException: BIS-01275: Incorrect payment property Фамилия плательщика: обязательно для заполнения,Format
820,821,2020-01-26 01:18:15.366946,979-14158-1,None,0.044198,PaymentPropertyException: BIS-01275: Incorrect payment property Фамилия и имя ребенка: обязательно для заполнения,Format
821,822,2020-01-26 01:18:15.927797,111-14147-1,None,0.542468,"--SUCCESS--Партнер 11(id:11254, code:111-14147-1)properties:{ПОЗЫВНОЙ=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
822,823,2020-01-26 01:18:16.438150,111-14146-1,None,0.487238,"--SUCCESS--Scooter Help(id:11125, code:111-14146-1)properties:{ФИО=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
823,824,2020-01-26 01:18:16.512094,979-14145-1,None,0.044715,PaymentPropertyException: BIS-01275: Incorrect payment property Фамилия и имя ребенка: обязательно для заполнения,Format
824,825,2020-01-26 01:18:16.573381,979-14143-1,None,0.044253,PaymentPropertyException: BIS-01275: Incorrect payment property Фамилия и имя ребенка: обязательно для заполнения,Format
825,826,2020-01-26 01:18:17.353000,111-14141-2,None,0.761032,bisys.OtherException: BIS-01648: OtherError:79: not active,Error
826,827,2020-01-26 01:18:18.013007,111-14141-1,None,0.647389,bisys.OtherException: BIS-01648: OtherError:79: not active,Error
827,828,2020-01-26 01:18:18.076124,979-14132-1,None,0.044417,PaymentPropertyException: BIS-01275: Incorrect payment property Имя плательщика: обязательно для заполнения,Format
828,829,2020-01-26 01:18:18.137043,111-14129-1,None,0.043884,provider == null,Услга не выведена
829,830,2020-01-26 01:18:18.201787,111-14124-1,None,0.046179,PaymentPropertyException: BIS-01275: Incorrect payment property ФИО: обязательно для заполнения,Format
830,831,2020-01-26 01:18:19.161705,111-14121-1,None,0.941145,bisys.UnknownAccountException: BIS-01640: Unknown Лицевой счет 11,OK
831,832,2020-01-26 01:18:19.227479,979-14119-1,None,0.045012,PaymentPropertyException: BIS-01275: Incorrect payment property Фамилия плательщика: обязательно для заполнения,Format
832,833,2020-01-26 01:18:19.719249,111-13854-21,None,0.476553,"--SUCCESS--2ТЕЛЕПОРТ, Санкт-Петербург такси(id:11073, code:111-13854-21)properties:{ЛИЦЕВОЙ_СЧЕТ=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
833,834,2020-01-26 01:18:20.196001,111-13854-19,None,0.456504,"--SUCCESS--2ТЕЛЕПОРТ, Бот(id:11075, code:111-13854-19)properties:{ЛИЦЕВОЙ_СЧЕТ=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
834,835,2020-01-26 01:18:20.864327,111-13854-15,None,0.649587,"--SUCCESS--2ТЕЛЕПОРТ, IOS & Android Альфа-Банк(id:11076, code:111-13854-15)properties:{ЛИЦЕВОЙ_СЧЕТ=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
835,836,2020-01-26 01:18:21.336988,111-13854-13,None,0.452003,"--SUCCESS--2ТЕЛЕПОРТ, Call-Center Служба такси Сибай(id:11077, code:111-13854-13)properties:{ЛИЦЕВОЙ_СЧЕТ=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
836,837,2020-01-26 01:18:21.814593,111-13854-11,None,0.456244,bisys.OtherException: BIS-01648: OtherError:Недостаточно параметров для запроса по услуге 111-13854-11,Format
837,838,2020-01-26 01:18:22.135625,111-13854-10,None,0.301577,bisys.OtherException: BIS-01648: OtherError:Недостаточно параметров для запроса по услуге 111-13854-10,Format
838,839,2020-01-26 01:18:22.591810,111-13854-8,None,0.432201,"--SUCCESS--2ТЕЛЕПОРТ, Служба доставки 24(id:11080, code:111-13854-8)properties:{ЛИЦЕВОЙ_СЧЕТ=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
839,840,2020-01-26 01:18:22.966056,111-13854-6,None,0.355596,"--SUCCESS--2ТЕЛЕПОРТ, Служба доставки(id:11081, code:111-13854-6)properties:{ЛИЦЕВОЙ_СЧЕТ=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
840,841,2020-01-26 01:18:23.026225,111-13854-5,None,0.044142,provider == null,Услга не выведена
841,842,2020-01-26 01:18:23.327296,111-13854-4,None,0.280776,"--SUCCESS--2ТЕЛЕПОРТ, Скорая Помощь РССМП и ЦМК(id:11082, code:111-13854-4)properties:{ЛИЦЕВОЙ_СЧЕТ=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
842,843,2020-01-26 01:18:23.690390,100-14112-42,None,0.344961,"--SUCCESS--Warface (Варфейс)(id:11744, code:100-14112-42)properties:{ЛОГИН=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
843,844,2020-01-26 01:18:23.752193,100-14112-14,None,0.045212,provider == null,Услга не выведена
844,845,2020-01-26 01:18:24.793436,100-14112-1,None,1.026478,"--SUCCESS--World of Tanks(id:11095, code:100-14112-1)properties:{E-MAIL=11111}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
845,846,2020-01-26 01:18:24.847790,100-14112-19,None,0.042794,provider == null,Услга не выведена
846,847,2020-01-26 01:18:25.809790,100-14112-442,None,0.942559,"--SUCCESS--МТС(id:11840, code:100-14112-442)properties:{ЛИЦЕВОЙ_СЧЁТ=11111111111}PersAccInfo2{desiredAmount=0, needShowBill=false, property={ИНФО=8 800 250-08-90}, provider=null}",OK
847,848,2020-01-26 01:18:26.671913,100-14112-135,None,0.843014,"--SUCCESS--НТВ Плюс(id:11153, code:100-14112-135)properties:{ДОГОВОР=1111111111}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
848,849,2020-01-26 01:18:26.732551,100-14112-152,None,0.044538,provider == null,Услга не выведена
849,850,2020-01-26 01:18:26.792890,100-14112-417,None,0.044952,provider == null,Услга не выведена
850,851,2020-01-26 01:18:27.689438,100-14112-414,None,0.877389,"--SUCCESS--Yota(id:11583, code:100-14112-414)properties:{ЛС_ТЕЛЕФОН_ICCID=1111111111}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
851,852,2020-01-26 01:18:28.728281,100-14112-50,None,1.019025,"--SUCCESS--Эйвон, Avon(id:11132, code:100-14112-50)properties:{Л/СЧЕТ=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
852,853,2020-01-26 01:18:29.496646,100-14112-86,None,0.75004,"--SUCCESS--Мотив Сотовая связь(id:11106, code:100-14112-86)properties:{ТЕЛ=1111111111}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
853,854,2020-01-26 01:18:30.743029,100-14112-40,None,1.225385,"--SUCCESS--Steam(id:11148, code:100-14112-40)properties:{STEAM_АККАУНТ=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
854,855,2020-01-26 01:18:31.813083,100-14112-41,None,1.051556,"--SUCCESS--Сбермобайл(id:11985, code:100-14112-41)properties:{N_ТЕЛЕФОНА=1111111111}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
855,856,2020-01-26 01:18:31.908262,100-14112-252,None,0.045195,PaymentPropertyException: BIS-01275: Incorrect payment property Штраф: обязательно для заполнения,Format
856,857,2020-01-26 01:18:31.971946,100-14112-253,None,0.044174,PaymentPropertyException: BIS-01275: Incorrect payment property Штраф: обязательно для заполнения,Format
857,858,2020-01-26 01:18:32.034788,100-14112-127,None,0.043655,PaymentPropertyException: BIS-01275: Incorrect payment property Штраф: обязательно для заполнения,Format
858,859,2020-01-26 01:18:32.525553,100-14112-20,None,0.466908,"--SUCCESS--Оплата штрафа по УИН, ГИБДД(id:12423, code:100-14112-20)properties:{N_ДОК=1111111111, ФИО=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
859,860,2020-01-26 01:18:32.583444,100-14112-187,None,0.043704,provider == null,Услга не выведена
860,861,2020-01-26 01:18:33.584622,100-14112-91,None,0.981275,bisys.OtherException: BIS-01648: OtherError:Ошибочный номер абонента: 10 цифр,OK
861,862,2020-01-26 01:18:34.486206,100-14112-119,None,0.880463,bisys.OtherException: BIS-01648: OtherError:Ошибочный номер абонента: Отсутствуют требуемые доп параметры rsvr_fio,Format
862,863,2020-01-26 01:18:36.462821,100-14112-300,None,1.957134,bisys.OtherException: BIS-01648: OtherError:Ошибочный номер абонента: Provider online prepare failed!,OK
863,864,2020-01-26 01:18:37.257471,100-14112-259,None,0.780376,"--SUCCESS--Он-Лайн партнер(id:11104, code:100-14112-259)properties:{ЛИЦЕВОЙ_СЧЁТ_ЗАКАЗ=111, КОД_ОРГАНИЗАЦИИ=11111}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
864,865,2020-01-26 01:18:37.316914,100-14112-165,None,0.044403,provider == null,Услга не выведена
865,866,2020-01-26 01:18:39.389246,100-14112-212,None,2.054837,bisys.OtherException: BIS-01648: OtherError:Ошибочный номер абонента: Provider online prepare failed!,OK
866,867,2020-01-26 01:18:41.250999,100-14112-222,None,1.696106,"--SUCCESS--Планета(id:11149, code:100-14112-222)properties:{ДОГОВОР=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
867,868,2020-01-26 01:18:41.315607,100-14112-223,None,0.049559,provider == null,Услга не выведена
868,869,2020-01-26 01:18:42.359680,100-14112-90,None,1.031071,"--SUCCESS--Одноклассники(id:11150, code:100-14112-90)properties:{ЛОГИН=111111}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
869,870,2020-01-26 01:18:42.417455,100-14112-216,None,0.04425,provider == null,Услга не выведена
870,871,2020-01-26 01:18:44.331162,100-14112-391,None,1.894852,"--SUCCESS--Centra(id:11147, code:100-14112-391)properties:{ИДЕНТИФИКАТОР=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
871,872,2020-01-26 01:18:45.378135,100-14112-234,None,1.038374,"--SUCCESS--Avito(id:11202, code:100-14112-234)properties:{EMAIL=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
872,873,2020-01-26 01:18:46.665812,100-14112-96,None,1.271701,bisys.OtherException: BIS-01648: OtherError:Ошибочный номер абонента: Provider online prepare failed!,OK
873,874,2020-01-26 01:18:47.526947,100-14112-126,None,0.846487,"--SUCCESS--Летай Мобильная связь(id:11102, code:100-14112-126)properties:{ТЕЛ=1111111111}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
874,875,2020-01-26 01:18:47.584307,100-14112-244,None,0.044076,provider == null,Услга не выведена
875,876,2020-01-26 01:18:48.497310,100-14112-389,None,0.895431,"--SUCCESS--Мультибанк(id:11151, code:100-14112-389)properties:{СЧЁТ_ПОЛУЧАТЕЛЯ=11111111111111111111, ФИО_ПЛАТЕЛЬЩИКА=1, АДРЕС_РЕГИСТРАЦИИ_ПЛАТЕЛЬЩИКА=1, НАЗНАЧЕНИЕ_ПЛАТЕЖА=1, БИК=111111111, ФИО_ВЛАДЕЛЬЦА_СЧЁТА=1, ТЕЛ10ЦИФР=1111111111}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
876,877,2020-01-26 01:18:49.540739,100-14112-410,None,1.027785,"--SUCCESS--Yota(id:11103, code:100-14112-410)properties:{ЛС_ТЕЛЕФОН_ICCID=1111111111}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
877,878,2020-01-26 01:18:50.428809,100-14112-411,None,0.860547,"--SUCCESS--Яндекс.Деньги, тариф 3% + 10 руб, пополнение(id:11105, code:100-14112-411)properties:{НОМЕР_КОШЕЛЬКА=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
878,879,2020-01-26 01:18:50.487513,100-14112-402,None,0.043355,provider == null,Услга не выведена
879,880,2020-01-26 01:18:50.543345,100-14112-449,None,0.043018,provider == null,Услга не выведена
880,881,2020-01-26 01:18:50.597801,100-14112-346,None,0.04234,provider == null,Услга не выведена
881,882,2020-01-26 01:18:51.518319,100-14112-317,None,0.902464,"--SUCCESS--2КОМ(id:11142, code:100-14112-317)properties:{N_ДОГОВОРА=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
882,883,2020-01-26 01:18:53.303672,100-14112-407,None,1.768601,"--SUCCESS--Интернет и ТВ МТС(id:11098, code:100-14112-407)properties:{ЛИЦЕВОЙ_СЧЁТ=11111111111}PersAccInfo2{desiredAmount=0, needShowBill=false, property={ИНФО=8 800 250-08-90}, provider=null}",OK
883,884,2020-01-26 01:18:53.360592,100-14112-377,None,0.044548,provider == null,Услга не выведена
884,885,2020-01-26 01:18:53.419320,100-14112-365,None,0.04479,provider == null,Услга не выведена
885,886,2020-01-26 01:18:53.484847,979-14108-1,None,0.045609,PaymentPropertyException: BIS-01275: Incorrect payment property Группа/Класс: обязательно для заполнения,Format
886,887,2020-01-26 01:18:53.549237,979-14106-1,None,0.043532,PaymentPropertyException: BIS-01275: Incorrect payment property Имя плательщика: обязательно для заполнения,Format
887,888,2020-01-26 01:18:53.607847,979-13689-17,None,0.045149,provider == null,Услга не выведена
888,889,2020-01-26 01:18:53.666937,111-14101-1,None,0.043904,provider == null,Услга не выведена
889,890,2020-01-26 01:18:53.725627,111-14100-1,None,0.04317,PaymentPropertyException: BIS-01275: Incorrect payment property ФИО ребенка: обязательно для заполнения,Format
890,891,2020-01-26 01:18:53.785420,111-14098-1,None,0.044301,provider == null,Услга не выведена
891,892,2020-01-26 01:18:53.852143,979-14082-1,None,0.045218,PaymentPropertyException: BIS-01275: Incorrect payment property Имя: обязательно для заполнения,Format
892,893,2020-01-26 01:18:53.910485,111-14076-1,None,0.044207,provider == null,Услга не выведена
893,894,2020-01-26 01:18:53.973301,979-14069-1,None,0.043275,PaymentPropertyException: BIS-01275: Incorrect payment property Имя: обязательно для заполнения,Format
894,895,2020-01-26 01:18:54.036622,979-14064-1,None,0.045661,PaymentPropertyException: BIS-01275: Incorrect payment property Имя: обязательно для заполнения,Format
895,896,2020-01-26 01:18:54.504138,100-14063-1,None,0.445719,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
896,897,2020-01-26 01:18:54.568101,979-14058-1,None,0.044206,PaymentPropertyException: BIS-01275: Incorrect payment property Фамилия и имя ребенка: обязательно для заполнения,Format
897,898,2020-01-26 01:18:54.914418,111-14052-2,None,0.32738,"--SUCCESS--Алё-такси(id:11220, code:111-14052-2)properties:{ЛИЦЕВОЙ_СЧЕТ=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
898,899,2020-01-26 01:19:10.581643,111-14051-1,None,15.646829,bisys.OtherException: BIS-01648: OtherError:Ошибка подключения к серверу оператора. HTTP protocol error,Error
899,900,2020-01-26 01:19:11.457372,111-14049-2,None,0.854509,bisys.UnknownAccountException: BIS-01640: Unknown Лицевой счет 11,OK
900,901,2020-01-26 01:19:12.187619,111-14049-1,None,0.711616,bisys.UnknownAccountException: BIS-01640: Unknown Лицевой счет 11,OK
901,902,2020-01-26 01:19:12.670297,111-14048-2,None,0.46463,"--SUCCESS--Служба заказа такси ""Элит""(id:11003, code:111-14048-2)properties:{ЛИЦЕВОЙ_СЧЕТ=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
902,903,2020-01-26 01:19:12.736901,111-14046-1,None,0.044508,PaymentPropertyException: BIS-01275: Incorrect payment property ФИО: обязательно для заполнения,Format
903,904,2020-01-26 01:19:13.327316,111-14042-2,None,0.575851,bisys.IncorrectPaymentPropertyFormatException: BIS-01656: Incorrect payment property format,Format
904,905,2020-01-26 01:19:13.808743,111-14039-1,None,0.465821,"--SUCCESS--Алгоритмика(id:10996, code:111-14039-1)properties:{ФИО=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
905,906,2020-01-26 01:19:14.654039,111-14034-1,None,0.826962,"--SUCCESS--Такси ЛЕБЕДЯНЬ 33555(id:11083, code:111-14034-1)properties:{ПОЗЫВНОЙ=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
906,907,2020-01-26 01:19:14.711347,111-14028-1,None,0.044921,provider == null,Услга не выведена
907,908,2020-01-26 01:19:14.776341,100-13579-42,None,0.044339,PaymentPropertyException: BIS-01275: Incorrect payment property ТЕЛЕФОН ОТПРАВИТЕЛЯ	: обязательно для заполнения,Format
908,909,2020-01-26 01:19:15.214172,111-14025-1,None,0.41956,bisys.OtherException: BIS-01648: OtherError:Ошибка подключения к серверу оператора. HTTP protocol error,Error
909,910,2020-01-26 01:19:15.278761,111-13999-3,None,0.044321,PaymentPropertyException: BIS-01275: Incorrect payment property Адрес электронной почты: обязательно для заполнения,Format
910,911,2020-01-26 01:19:15.342718,111-14000-1,None,0.044821,PaymentPropertyException: BIS-01275: Incorrect payment property ФИО: обязательно для заполнения,Format
911,912,2020-01-26 01:19:15.406601,111-13999-2,None,0.045249,PaymentPropertyException: BIS-01275: Incorrect payment property Адрес электронной почты: обязательно для заполнения,Format
912,913,2020-01-26 01:19:15.855474,111-13998-2,None,0.432142,"--SUCCESS--РУ-ТЕЛЕКОМ, ООО(id:10972, code:111-13998-2)properties:{Л_СЧЕТ=11111111}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
913,914,2020-01-26 01:19:16.593104,111-13998-1,None,0.719848,"--SUCCESS--РУ-ТЕЛЕКОМ, ООО(id:10973, code:111-13998-1)properties:{Л_СЧЕТ=1111111}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
914,915,2020-01-26 01:19:17.269192,111-13995-1,None,0.662022,bisys.UnknownAccountException: BIS-01640: Unknown Лицевой счет 11,OK
915,916,2020-01-26 01:19:17.331325,111-13989-1,None,0.046149,provider == null,Услга не выведена
916,917,2020-01-26 01:19:18.090945,111-13980-1,None,0.741947,bisys.OtherException: BIS-01648: OtherError:Ошибка ?: Непонятный ответ оператора.,Error
917,918,2020-01-26 01:19:18.492600,111-13978-10,None,0.383473,"--SUCCESS--My Flowers(id:10943, code:111-13978-10)properties:{НОМЕР ЗАКАЗА=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
918,919,2020-01-26 01:19:18.819280,111-13978-9,None,0.307227,"--SUCCESS--My Flowers(id:10942, code:111-13978-9)properties:{НОМЕР ЗАКАЗА=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
919,920,2020-01-26 01:19:19.298542,111-13978-8,None,0.460487,"--SUCCESS--My Flowers(id:10941, code:111-13978-8)properties:{НОМЕР ЗАКАЗА=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
920,921,2020-01-26 01:19:19.788089,111-13978-7,None,0.469995,"--SUCCESS--My Flowers(id:10940, code:111-13978-7)properties:{НОМЕР ЗАКАЗА=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
